Damara,English
"Si-da ge ǁgâu-ab dī-ga ǃao ti-de. Je-ho-vab ai da ge ra ǂgom-ai-ǂnûi. ǁÎn ga ǂgui tsî si-da ǀo-ro xa-we, E-lob ge si-da di ǀgai. (ǁNAEǀHAOS) Je-ho-vab ǀkhāb ai mâ, ǂgom-ǂgom-sa-se hâ. ǁÎb ge tā-tsēs tsî-na ǁnā-xū da ti-de. Mî-ba khoe-na ǂkhîb tsî ǃno-ra-sa-sib xa. Je-sub ǂgae-ǂguis ge ǀams kō-se nî hâ-hâ.","Our hearts we shield from harmful thoughts, We dwell on what is true. We love God’s Word to touch our hearts, To strengthen and renew. Jehovah loves his loyal ones; On this we can depend. We’ll worship him wholeheartedly Forever as his friend."
‘Ti ǀkho-ma-sa ǃgâ re E-lo’. Î ta sa-do hō-ǁkhā o. Ti tsû-ba tsâ re ti-ta ǃnâ; î hui te î ta tā ǃao. (ǁNAEǀHAOS) ǃGom-si-ga da ǃKhūb ǃom-ǁae mā; îb Je-ho-va-ba kō-ǃgâ da re. Mâ-ǁaeb hoa-ba nî ǁkhau-ba da. ǁÎb ǂgom-ǂgom-sa tsî a-ma.,"O Jehovah, Sov’reign Ruler, You are the one I love and obey. You deserve my full devotion; You are my God; I’ll serve you each day. Your commands I loyally follow; How I love reminders from you! (CHORUS) O Jehovah, you are worthy; Whole-souled devotion I give to you."
"ǁGa-bo-kha ta ga ū-hâ o, o ta ga ǁhā-na-bē hâ, ǃnū-se tsū-dī te ra-na xu tsî ǁîn di ǁaib tsî-na xu. (ǁNAEǀHAOS) ǃGom-si-ga da ǃKhūb ǃom-ǁae mā; îb Je-ho-va-ba kō-ǃgâ da re. Mâ-ǁaeb hoa-ba nî ǁkhau-ba da. ǁÎb ǂgom-ǂgom-sa tsî a-ma.","Father, all your works exalt you. Earth, moon, and stars your glory proclaim. May I also be as faithful, Using my strength to make known your name. May I use my whole life to serve you, Proving to be loyal and true. (CHORUS) O Jehovah, you are worthy; Whole-souled devotion I give to you."
Je-ho-vab ge nî ǁkhae-ǂgao da tsî ǃgâi ǂâi-sa nî mā da. ǁÎb ge ǃgom-sin ǀkha nî hui da. ǁÎb a ǀnam-xa-ǃnâ xui-ao. (ǁNAEǀHAOS) ǃGom-si-ga da ǃKhūb ǃom-ǁae mā; îb Je-ho-va-ba kō-ǃgâ da re. Mâ-ǁaeb hoa-ba nî ǁkhau-ba da. ǁÎb ǂgom-ǂgom-sa tsî a-ma.,"There was a reason why God brought the truth to you And called you from the darkness to the light. Within your heart, he saw the longing that you had To search for him and practice what is right. You promised him in prayer to do his will; He helped you then, and he will help you still. (CHORUS) With Jesus’ blood He bought you, to God you now belong. So he will make you firm, and he will make you strong. He’ll guide you and protect you, as he has all along. Yes, he will make you firm, and he will make you strong."
"Ôa-ǃnâ te re, ti ǃgâi-ba kō ti ǃKhū, ti ǂgom-ǃgâ-sib tsî ǂhau-ǃnâ-sib tsî-na kō re. Ôa-ǃnâ te tsî hoa-ǁae ǃâi-tsâ te re. Ti ǂgao-ba ǃa-nu, î ǀkhae te re ti E-lo. (ǁNAEǀHAOS) Î ta hoa-ǁae mâ-ǁa-po ǁkhā ti ǃKhū, î ta ǀam-o-sib kō-se ǂhau-ǃnâ-se ǃgû ǁkhā.","God gave his own beloved Son in your behalf; On this account, He wants you to succeed. If He did not withhold the gift of His dear Son, Then never doubt He’ll give the strength you need. He won’t forget the faith and love you’ve shown; He will not fail to care for all His own. (CHORUS) With Jesus’ blood He bought you, to God you now belong. So he will make you firm, and he will make you strong. He’ll guide you and protect you, as he has all along. Yes, he will make you firm, and he will make you strong."
"ǂHu-mi-aon ǀkha ta ge ǂnû ta-ma hâ. A-ma-ba ǃgâ ta-man ǀkha hâ-sa ta ǃhui hâ. Je-ho-va ti ûi-ba tā ū-bē re, ǂha-nu-o-ǃnâ-sib ǃnâ ra ǃgâi-ǃgâi-sen khoen ǀkha. (ǁNAEǀHAOS) Î ta hoa-ǁae mâ-ǁa-po ǁkhā ti ǃKhū, î ta ǀam-o-sib kō-se ǂhau-ǃnâ-se ǃgû ǁkhā.","Throughout our lifetime, We want to use each day To make a good name And all God’s laws obey. If in Jehovah’s sight We strive to do what’s right, Then we will please him, To his delight."
"Sa-du om-mi ǃnâ hâs ge ǃgâi-ba te. Sa-du ǃoa-ba-sa ta ge hoa-ǁae nî ǂkhâ-ǃnâ. Sa-du al-tars ǂna-mi-pe ta nî ǃgû, gan-gan-xa-si-ba ta ǃhūb-aib hoab ǃnâ nî ǁgau. (ǁNAEǀHAOS) Î ta hoa-ǁae mâ-ǁa-po ǁkhā ti ǃKhū, î ta ǀam-o-sib kō-se ǂhau-ǃnâ-se ǃgû ǁkhā.","This world may cause us To try to make a name, To seek its favor, To bask in its acclaim. But that is vanity, For if its friend we’ll be, Jehovah’s favor, We will not see."
"ǀGo-ra-sa nē-tsē dīs ge kai-se ǃgâi tsî a-ma xū-na ǂan-sa tsî kai-se a ǂhâ-ǂhâ-sa xū-na ǂans tsî mâ xū-na da nî dīs. (ǁNAEǀHAOS) ǃGâi-ba ǀnam re, ǁgai-ba ǃhui re. ǃKhū-ba ǂkhî kai, ǀkhae-ba da ge nî-ra hō, ǁkhā-ǁkhā-sen tsî da ga ra ǂhâ-ǂhâ-sa xūn ǁae-gu mû-ǃā o.","In God’s remembrance, We want our name to be And have a good name For all eternity. On him we can depend, So we his truth defend And keep our good name Down to the end."
"Tae-e kai-se a ǂhâ-ǂhâ-sa-ba da? ǃGâi-ǂhôa-sa khoe-na mî-bas tsî a-ma-ba ra ǂhâ-ba-na ôas, în E-lob dao-ba ǁhûi-ba-sen. (ǁNAEǀHAOS) ǃGâi-ba ǀnam re, ǁgai-ba ǃhui re. ǃKhū-ba ǂkhî kai, ǀkhae-ba da ge nî-ra hō, ǁkhā-ǁkhā-sen tsî da ga ra ǂhâ-ǂhâ-sa xūn ǁae-gu mû-ǃā o.",To whom do you belong? Which god do you now obey? Your master’s the one to whom you bow. He is your god; you serve him now. You cannot serve two gods; Devotion cannot be shared. And so in the end your choice will depend On how your heart is prepared.
"ǂHâ-ǂhâ-san ǀkha da ga ǁae-ǁae-sen o, o da ge ǂkhî-ba nî hō. ǁNâu-ǃāb hoa-ba ǃnā hâ ǂkhîb ge si-da ǂgaob tsî ǂâis tsî-na nî sâu. (ǁNAEǀHAOS) ǃGâi-ba ǀnam re, ǁgai-ba ǃhui re. ǃKhū-ba ǂkhî kai, ǀkhae-ba da ge nî-ra hō, ǁkhā-ǁkhā-sen tsî da ga ra ǂhâ-ǂhâ-sa xūn ǁae-gu mû-ǃā o.","To whom do you belong? Which god will you now obey? For one god is false and one is true, So make your choice; it’s up to you. Will Caesar of this world Possess your allegiance still? Or will you obey the true God today By always doing his will?"
"Si-da ǂgao-ga da ra ǁkhau-ba î da tā ǁo-re-ga. E-lob ge ǂgao-gu hoa-ga ǂan, ǁîb hoa-se a ǂan da. ǂGaob ge khoe-e gā-xa-ǃnâ ǁkhā tsî da ge ra kā-ǁō. As ǂâi-sa ǂgao-ba dao-ǁgau re tsî E-lob dao-ba sao.",To whom do I belong? Jehovah I will obey. My Father in heaven I will serve; I’ll pay my vows without reserve. He bought me at great cost; Devoted to him I’ll stay. To him I will give each moment I live. His name I’ll honor each day.
"ǂHo-mi-sa ǂgaob ǃKhū-ba ra ôab, ǂhau-ǃnâ ǀgo-res ǃnâ-ū. Hoa-ǁae da ge ra gan-gan bi ǁÎb di kai ǃgâi-sib ǃgao. ǁÎb ra ǁkhā-ǁkhā da xūn ǃnâ-ū da dâb ǀkha ra ǁnâu-ǀnam. ǂHau-ǃnâ ǂgao-ba da ra om-khâi, î da ǁÎ-ba ǂkhî-ǂkhî.","Gracious Jehovah, we praise you and thank you. Father, we make these expressions in prayer. Trusting in you, we will serve you completely, Knowing we thrive under your tender care. Daily our errors reveal imperfection. For our transgressions forgiveness we seek. Thankful we are that our lives have been ransomed. Thankful we are that you know we are weak."
Tsū ǂâi-de xu da ra hâ-bē tsî da ǃgâin xa ra ǂâi. ǃKhūb mîs ge ǂgao-ba ra tsâ-ǀkhā tsî ǀgai-ba ra mā da. E-lob ge ǂhau-ǃnâ-na a ǀnam. E-lob ai da ra kō. ǂGaob hoab ǀkha da nî ǃoa-ba bi tsî ǀam-o-sib kō-se.,"Grateful we are that you show love and kindness. Thank you for drawing us closer to you. Teach us to know you, and help us to serve you. Show us the way to be loyal and true. Thankful we are for your powerful spirit. Grateful we are for the courage to speak. May we be humble and happy to serve you; May we give thanks, for you favor the meek."
"Je-ho-va ǃhūb-aib ǂgae-ǂgui-ao, sa-do ta a ǀnam tsî ra ǁnâu-ǀnam. Sa-du ǃoa-ba-sa ra ǃgôa-ǃgâ tsî tsēs hoa-sa ta nî ǃoa-ba du. Sa-du mî-sa ta hoa-ǁae nî sao. ǃKhūb hō-hō-ǃnâ-de ta a ǀnam! (ǁNAEǀHAOS) E-lo sa-du ge a-nu hâ ǂgaob ǃgam-si-ba xu ǃoa-ba-he-sa.","Jehovah God, I call to you and ask you: “Hear my prayer.” My wounds are deep and slow to heal; my load is hard to bear. Despondent thoughts and disappointed hopes have left me weak. O God of comfort, care for me; your favor I do seek. (CHORUS) Do raise me up; help me endure. When I’m in doubt, make my hope sure. From deep despair, I turn to you. Jehovah God, my strength renew."
Sa-du ku-rus ra kai-kai du. ǃHūb-aib tsî ǁkhâb ge nē-sa ra ǂhôa. Hui te re î ta ǁnā-ti ī tsî sa-du di ǀon-sa ǂan-ǂan ǁkhā. O ta ǂgaob hoab ǀkha nî ǃoa-ba du tsî ǁgau ǂgom-ǂgom-sa ta a sa. (ǁNAEǀHAOS) E-lo sa-du ge a-nu hâ ǂgaob ǃgam-si-ba xu ǃoa-ba-he-sa.,"Your Word has been my comfort and a refuge when I’m weak, Expressing feelings dear to me in words I cannot speak. Please build in me the faith and trust that your Word does impart. And help me always know your love is greater than my heart. (CHORUS) Do raise me up; help me endure. When I’m in doubt, make my hope sure. From deep despair, I turn to you. Jehovah God, my strength renew."
"Si-da ûib hoab ǃnâ da ge mâ tsēs hoa-sa nî sî-sen ǃgâi ǀon-sa E-lob ǀkha dī-sa. Je-ho-vab ai-ǃâ da ga ra ǃgâi-se dī o, o da ge kai-se nî ǂkhî-ǂkhî bi.","The meditation of my heart, The thoughts I ponder through the day— May they be pleasing to you, Lord, And keep me steadfast in your way. When worries weigh upon my mind And make me restless in the night, Then may I meditate on you And things I know to be upright."
"Nē ǃhūb-aib ǃnâ kai ǀon-sa dī-ba-sen ǂgaos tsî ǁîb di ǁkhoa-ba ôas tsî ǁîb ǃnâ hâ-hâs ge a ǁau tsî ǁîb di ǀhō kai ǂgao da ga o, o da ge ǃKhūb ǃgâib ǃnâ hâ ti-de.","Whatever things are chaste and true, Whatever virtue there may be, Whatever things well-spoken-of— May thoughts of these bring peace to me. How precious are your thoughts, O God! Beyond all counting is their sum. So may I ponder your own words, Absorbed in them may I become."
"Je-ho-vab di ǂâis ǃnâ da ra hâ-hâ ǂgao Tsî ǃgâi ǀon-sa ǀam-o-sib kō-se ra ǂgao. ǁÎb ai da ra kō ǂgao, a-ma-ba ao-ǁnâs ǃgao î da ǃgâi ǀon-sa ū-hâ ǀga-ra.","We thank you, Jehovah, each day and each night, That you shed upon us your precious light. We thank you that we have the priv’lege of prayer, That we can approach you with ev’ry care."
"Ham-i ǀkhāb ai du mâ? Mâ e-lo-ba du ra ǃgâ? ǁÎb hî-na du ra ǀgo-re-ǀîb ge, nē-si du ra ǃoa-bab ge ǁî. ǀGam ǃkhū-ga tā ǃoa-ba, E-lo-sis ǀgo-ra-he ǁoa. ǀAms ais ge sa-du di ǁhûi-sa nî ǃgôa, mâ-ba du nî ǃoa-ba-sa.","We thank you, Jehovah, for your loving Son, Who conquered the world; by his faith he won. We thank you for guidance in doing your will. You lovingly help us our vows fulfill."
"Ham-i ǀkhāb ai du mâ? Mâ e-lo-ba du ra ǃgâ? A-ma ta-mab tsî a-ma-aib hâ, ǁnā-a-ma-ga nē-si ǁhûi re. Nē ǃhūb-aib Kae-sa-ra sa-du ǂkhâ-ǃnâ-sa ū-hâ? ǃGâi nî ǃkhais ge E-lo-ba ǁnâu-ǀnam-sa, hoa-ǁae ǁîb ǂâi-sa dīs ǀkha.","We thank you, our God, for the honor to preach About your great name and the truth to teach. We thank you that soon all earth’s woes will be past, While your Kingdom blessings forever last."
"Ham-i ǀkhāb ai ta mâ? E-lo-ba ta ge nî ǃgâ. Ti ǀhom-si ǁgû-ba ta nî ǃoa-ba, ti mî-ǁgui-gu ai ta nî mâ. ǁA-ma teb ge xui-ao, ǁÎb ǀkhāb ai ta nî mâ-ǀgai. Ti ûib hoa-ba ta ge ǁî-ba nî mā. ǁÎb ǀon-sa ta ge nî ǃgôa.","Pray to Jehovah, the Hearer of prayer. This is our priv’lege, for his name we bear. Open your heart as you would to a friend, Trust that on Him you can always depend. Pray to Jehovah each day."
ǀHom-si ǁGû ti ǁnae-am-sa du ǁnâu. Ti E-lo sa-du a ti ǀhō-sa. Sa-du ǀons ge kai-se a ǀga-pi. (ǁNAEǀHAOS) Je-ho-va ti ǀgo-re-sa ǁnâu-am.,"Pray to Jehovah, give thanks that we live, Asking forgiveness as we do forgive. May we confess to our God whom we trust. He is our Maker and knows we are dust. Pray to Jehovah each day."
Ai-os nē-tsēs di ǀkhaeb ǃa-ro-ma tsî ûi-ba mā te tsî dao-ǁgaus ǃgao. Sa-du ǃgâi kō-ǃgâs xa ta ra dâ. (ǁNAEǀHAOS) Je-ho-va ti ǀgo-re-sa ǁnâu-am.,"Pray to Jehovah when troubles appear. He is our Father and ever so near. Seek his protection, and look for his aid; He is our confidence; don’t be afraid. Pray to Jehovah each day."
ǃGâi-ba dī-sa ta ge ra tu-ra! Hui te ti ǃKhū î ta ǃnâb ǃnâ ǃgû. ǀGai-ba mā te re ti ǃgom-sin ǃgao. (ǁNAEǀHAOS) Je-ho-va ti ǀgo-re-sa ǁnâu-am.,"Hand in hand with our dear Father, We would humbly walk with him each day. Oh, how undeserved his kindness That he grants to those who seek his way! By his love God made provision; We may freely take his hand. So we make our dedication; With Jehovah we take our stand."
"Hoa-ǀgai-xa Je-ho-va si-da di ǁgû, sa-du ǀon-sa da ǃa-nu-se nî ū-hâ. Sa-du ra ǂgao xūn ra a-ma kai. Tsî da ra ǀgo-re îb gao-si-ba hā. Sa-du mî-mā hâ kha-mi. Î da ǁîb di ǀkhae-ga mû.","In this day of Satan’s anger, As the end is drawing ever near, We are faced with opposition That could make us turn away in fear. But Jehovah gives protection; Close to him we want to stay, That we might forever serve him. Love him loyally, never stray."
"Gan-gans si-da ǃKhū tsēs hoas ǀkhae-gu ǃgao. Sa-du ǀkhaeb ge hoa xūn ǂam-ai kai-se ǃgâi. Ûib di tsoa-tsoa tsî ǃnâb di mā-ao, Sa-do xu da hoa-ǁae ǂan-sa ra hō. Gan-gan du da ra hoa-ǁae, Sa-du di ǃgâi ǀgau-gu ǃgao.","Help for us God has provided Through his spirit and his written Word, Through the Christian congregation, Through assurance that our prayer is heard. As we’re walking with Jehovah, He will help us do what’s right. He will help us to be loyal And walk modestly in his sight."
"Nē ǃhūb-aib ǃnâ da ǃgom-si-na ū-hâ. Sa-du ǃoa da ge ra kō ǂkhâ-ǃnâ-hes ǃgao. Si-da ǃgom-si-na da ra mā du. ǀGai-ba mā da re î da ai-ǃgû ǁkhā. Tsî sa-du ǂâi-sa dī hō, si-da mî-ǁgui-ga dīs ǀkha.","Great God, we’ve vowed to do your will; In wisdom your work we’ll fulfill, For then we know we’ll have a part In making glad your loving heart."
ǀKhom-xa Je-ho-va gan-gan du da ge ra. Si-da ǁGû nē-sa da ge ra ǀgo-re. ǂGom-ǃgâ du da ge ra tsî nî ǃoa-ba du. Sa-du kō-ǃgâs ǃna-ga da ge ra kai. Tsēs hoa-sab ǁo-re-ba si-da ǃnâ ra hâ. Si-da di ǁo-re-ba ǀû-ba da re. Gan-gan du da ge ra xo-re-ma-rib ǃgao. Gan-gans si-da mâ-si-ba du ǂan-sa.,"Your slave, your steward here on earth, Declares your greatness and your worth And feeds us nourishment when due, To strengthen us your will to do."
Sa-du ǀnam-ma da ge kai-se ra ǃgôa-ǃgâ. Kai gan-gans si-da du ge ǂgae ǃkhais ǃgao. ǁKhā-ǁkhā da tsî hui da sa-do ǃoa-ba-sa. Dao-ǁgau da re î da ǂgom-ǂgom-sa ǁkhā. Gan-gan du da ra ǃa-nu ga-gab ams-ai. Kai gan-gans ǃhoas di ǁkhoa-ǂgao-sib ams-ai. ǃGam-ǃgam-sens tsî dâb ǀkha da ra ǃoa-ba du. Gan-gans tsam-tsi-na du ra ū-ǃoa o.,"Impart to us your active force, That we may keep a faithful course And bring forth fruitage to your praise. May we make glad your heart each day."
Je-ho-va ǂgai du ta ge ra: “Ti ǀgo-re-sa ǁnâu re.” Kai-se ǃgam-se ta tsû hâ; nē tsûb ge ǃgom ta-ni-sa. ǂKha-bu-ǂâis tsî ǂkhî-o-ǃnâ-sib ge ra ǂkha-bu kai te. ǁKhae-ǂgaob E-lo kō-ǃgâ te; î ta sa-du ǃgâi-ba hō. (ǁNAEǀHAOS) Ū-khâi te re; î ta mâ-ǀgai. Ti ǃâu-ba-sen-sa ǀgai-ǀgai re. Tsû-ba xu ta sa-do ra ôa. Je-ho-va ǀgai-ba mā te re.,"To Christ, by our God, Jehovah, we have been drawn To be his disciples from now on. From Jehovah’s lofty throne, How the light of truth has shone. In our hearts, our faith has grown; Our lives we vow to disown. (CHORUS) To God we are dedicated; This is our choice. In him and in Jesus we now rejoice."
"Sa-du mîs ge ra ǁkhae-ǂgao te, ǂkha-bu ta ga ra o. Ti ǃnâ ǃgam-se hâ tsâ-si-ga ta ge a ǁgâi-ǂui ǁoa. Sa-du mîs ǃnâ-ū ǂgom-ǃgâ-si-ba om-khâi-ba te re. Î mû-ǂan kai te sa-du ǀnam-mi ti ǂgaob xa kai-sa. (ǁNAEǀHAOS) Ū-khâi te re; î ta mâ-ǀgai. Ti ǃâu-ba-sen-sa ǀgai-ǀgai re. Tsû-ba xu ta sa-do ra ôa. Je-ho-va ǀgai-ba mā te re.","In prayer we have come before Jehovah to say We’ll serve him forever and obey. It’s a joy beyond compare, One that we are glad to share, As Jehovah’s name we bear, And Kingdom truth we declare. (CHORUS) To God we are dedicated; This is our choice. In him and in Jesus we now rejoice."
"Nēn ge ti ǂgaob ǂâi-ǂhan-sen-na, Nē ǂâi-na ta kom ra ǂâi-ǃgâ— A di sa-do dâ kai re ǃKhū, î sa-du daob ǃnâ ǀgai kai te. ǃGom-sin ga ti ǂâis ai hâ o tsî ga ra ǁom ǁoa kai te o, a ta ǁnâi sa-du xa ǂâi re. Tsî xūn hî-na a ǂha-nun xa.","Because Jehovah created The universe so grand, To him belong the earth and sky, The works of his own hand. The breath of life he has given And to his creatures shown That worthy is he to have the praise, The worship of all his own."
"Xūn ga ǃa-nu tsî a-ma o, tae-i ǃgâib ǀguib ga hâ xa-we, ǃGâi-se ra ǃhoa-ai-he xūn kas— an nē xū-na ǂkhî-ba mā te. Sa-du ǂâi-di kai-se ǀga-pi! ǃGôa-he ǁoa-hen ge a hoa-na, a-ma-ga ta ǁîn xa ra ǂâi, ǁîn ǃnâ da nî hâ-hâ-se ī.","In water Jesus was baptized To righteousness fulfill. In solemn prayer he said to God: ‘I’ve come to do your will.’ When he came up from the Jordan As God’s anointed Son, Obedient and loyal he would pray: ‘My Father, your will be done.’"
"Gan-gan du da ra mâ tsēs tsî ǃuis hoas xa, Sa-du ǃgom-ǀgau-sa kai ǃnâb ǃa-ro-ma. Gan-gan du da ra ǀgo-res ai-ǂha-nub ǃgao. Mâ ǃgom-sib hoa-ba du ra ǁnâu ǃkhais ǃgao.","We come before you, Jehovah, To praise your name so great. Disowning self, with humble hearts, Our lives we dedicate. You gave your only begotten, Who paid the price so high. No longer as living for ourselves, For you we will live or die."
"Gan-gan du da ra sa-du ǀgôab ǃa-ro-ma, ǁîb di ǂgoms ǃnâ ge ǃhūb-ai-ba da-na. Gan-gan du da ra sa-du di dao-ǁgaus xa, Sa-du ǂâi-sa dīs ǀkha du ra hui da.","Morning comes. Soon we will be On our way to preach good news. But it’s dark outside, And the rain starts to fall. It would be easy to stay inside, sleepy-eyed. (CHORUS) Positive thoughts and preparation, Praying that we’ll succeed; This can provide the inspiration, We’ll surely need. We’re not alone; the angels guide us. Jesus commands them all. And with a loyal friend beside us, We’ll never fall."
"Gan-gan du da ra ao-ǁnâs ai-ǂha-nub xa, Sa-du kai ǀons tsî a-mab xas tsî-na. Gan-gan du da ra ǃgom-sin nî ǃgû ī-sa. Sa-du Gao-sib ge hoa-ǁae nî hâ-hâ.","Soon we’ll see Joy come our way If these things we keep in mind. And Jehovah sees Ev’ry effort we make, And he remembers the love we show; this we know. (CHORUS) Positive thoughts and preparation, Praying that we’ll succeed; This can provide the inspiration, We’ll surely need. We’re not alone; the angels guide us. Jesus commands them all. And with a loyal friend beside us, We’ll never fall."
E-lob ge ǀgo-re-di ǁnâu-am-ao-ba. Ai-ǂha-nub ge ǁîb ǀon-sa ta-ni-sa. Mî-ba bi re ma-ti du ra tsâ-sa. ǂGom-ǃgâ re ǁîb ai du nî-ra kō-sa. E-lo-ba hoa-ǁae gan-gan.,"There is a way of peace, The way you’ve come to know. It is the way you learned, The way of long ago, The way that Jesus taught you When his voice you heard. This is the way of peace, Found in Jehovah’s Word. (CHORUS) This is the way to life; This is the way. Don’t look aside; Not for a moment stray! God’s voice is calling: ‘This is the way; Do not look back, for yes, this is the way.’"
Je-ho-va-ba ûib ǃa-ro-ma koa re. ǀÛ-ba-ba ǂgan î du ǀû-ba-he ǁkhā. E-lob ai ǂgom-ai-ǂnûi tsî ǁgui-ǁnâ re. Ku-ru-aob ge ǂan tsa-ra da a-sa. E-lo-ba hoa-ǁae gan-gan.,"There is a way of love, No need to look around. God’s voice has shown the way He lets himself be found. His love is full and good; His love is warm and true. This is the way of love; It touches all we do. (CHORUS) This is the way to life; This is the way. Don’t look aside; Not for a moment stray! God’s voice is calling: ‘This is the way; Do not look back, for yes, this is the way.’"
ǃGom-ǁae-gu ǃnâ Je-ho-vab ǃoa ǀgo-re. ǁÎb si-da ǁGû tsî mâ-ǁaeb hoab ai ǀgū. ǁÎb hui-ba ôa tsî ǁîb xa sâu-he re. ǁÎb ai da ge ra ǂgom-ai-ǂnûi hoa-ǁae. E-lo-ba hoa-ǁae gan-gan.,"There is a way of life, No need to look behind. Our God has promised us: No better way we’ll find, No higher way to peace, No finer way to love. This is the way to life, Thanks to our God above. (CHORUS) This is the way to life; This is the way. Don’t look aside; Not for a moment stray! God’s voice is calling: ‘This is the way; Do not look back, for yes, this is the way.’"
"Hā î da si-da ǁgûb ǀkha ǃgû. ǁÎb ǀkha da ge tsēs hoa-sa ra ǃgû. ǁÎb ǀkhom-mi ge kai-se a kai. ǁÎb ǀgau-ga ra ôa-nab ge ra mā! ǃKhūb ge ǀgau-e ge dī-ba da, a da ǁî-ba ǃoa kō re. Î da ǁîb ǃoa mā-ǁnâ-sen ǁkhā. Je-ho-vab ǀkhāb ai da ra mâ.","The way of the truth is the best way of living, But no one can live your life for you. So take the advice that Jehovah is giving; Believe what he tells you is true. (CHORUS) Make the truth your own. Make it live, yes, make it real. And then feel the joy Jehovah gives you When you make the truth your own."
"ǁGâu-ab di ǁaib di tsē-di ǃnâ. Nē ǃhūb-aib di ǀams ta ǀgū kha-mi, da ra ǁkhan-he mâ-ǃoa-aon xa. ǁNās ge ǃa-ro-ma ǁkhā î da ǃao. Xa-we E-lob ge nî hui da. ǁÎb ǀgū-se da ge nî hâ, î da hâ-hâ ǁîb ǃoa-bas ǃnâ. Tsî ǂgom-ǂgom-sa-se ǁî-ba ǀnam.","The effort you make and the time you are spending In service to God and his Kingdom Will yield rich results and a life that’s unending, A life full of good things to come. (CHORUS) Make the truth your own. Make it live, yes, make it real. And then feel the joy Jehovah gives you When you make the truth your own."
"ǃKhūb ge si-da hui-ba ra mā, ǁîb mîs tsî ǃa-nu ga-gab ǃnâ-ū. Tsî Xris-te-ǁî ǀhao-hâb ǃnâ-ū. ǀGo-re-di tsî-nab ge ra ǁnâu-am. E-lob ǀkha da ra ǃgû hî-nab ge nî hui ǃgâi-na dī-sa. ǁÎb ge nî hui î da mâ-ǀgai tsî ǂha-nu-se dī ǁîb mû-ǁae.","Compared with our God, we are all little children And need his direction and counsel. So walk ev’ry day with our Father in heaven; Receive his rich blessing in full. (CHORUS) Make the truth your own. Make it live, yes, make it real. And then feel the joy Jehovah gives you When you make the truth your own."
"ǃKhū sa-du ǂâi-sa da ra dī. Sa-du sî-sen-gu ge nî ǀoa. Nēs ǃnâ da ǃâ-e nî ū-hâ, Sa-du di ǂgao-ba dâ kais ǀkha.","We really want to imitate our God, To be impartial, as we know he is. To save all sorts of people is his will; He welcomes all to come and to be his. (CHORUS) It’s the person, not the place; It’s the heart and not the face. God’s message to all people we extend. So because we really care, We keep preaching ev’rywhere: “All sorts of people can become God’s friend.”"
"Sa-du di ǃoa-ba-aon hoan ge Sa-du kai-si-ba nî-ra ǂhôa. Sa-du ra om-khâi da hî-na, mâ-ǀgai kai da sa-du daob ǃnâ.","It doesn’t matter where they may be found Or what at first they might appear to be. What really counts is what they are at heart— The inner self, the one Jehovah sees. (CHORUS) It’s the person, not the place; It’s the heart and not the face. God’s message to all people we extend. So because we really care, We keep preaching ev’rywhere: “All sorts of people can become God’s friend.”"
"Sa-du ga-gab ǀkha hui da re, î da ǂgom-ǂgom-sa-se hâ ǁkhā. Tsî ǃa-nu ga-gab ǂû-ga ǁgau tsî Sa-du di ǂgao-ba dâ kai.","Jehovah welcomes all who make the choice To leave the world and all its ways behind. This we have learned, and this we want to share, And so we preach to people of all kinds. (CHORUS) It’s the person, not the place; It’s the heart and not the face. God’s message to all people we extend. So because we really care, We keep preaching ev’rywhere: “All sorts of people can become God’s friend.”"
"Ū ti ǂgao-ba îb ǀnam du. A-mab ge ǃKhū-ba xu hâ. Ti dom-ma ū tsî ǁnae kai, î ta ti Gao-ao-ba koa.","Praise Jah with me; Come! Let us sing! He gives us life, breath, and ev’ry good thing. Each day and night, His name we bless, Praising his love and his almightiness. We sing his praise, and his name we confess."
"Ū ti ǂai-ra tsî ǃom-kha, în Sa-du mî-mā-de sao. Ti hoa ma-ri-sa ū re. Xū-e ta ge ǃkhō-oa ǁoa.",Praise Jah with me; He satisfies. He hears our prayers as our needs he supplies. His mighty arm Strengthens the weak; His holy spirit sustains all the meek. His name we praise; Of his power we speak.
"Ū ti ûi-ba i hau bi, Sa-du ǂâis ǀkha a ǀgui-se. Hui te re dī ta ran ǃnâ, î ta dâ kai du ti ǃKhū.","Praise Jah with me; Our God is just. He brings us comfort, in him we can trust. Wrongs he will right; Hearts he will heal. Rich Kingdom blessings all mankind will feel. Come let us praise him with joy and with zeal!"
"Xris-tub ǃnâ-ū da ge E-lob xa ǂgae-he hâ Î da ǁîb di ǁkhā-ǁkhā-sa-be kai. Je-ho-vab kai tron-sa xub, ge a-mab ǃnâ-ba ra hā. Si-da ǂgoms ra ǀgai kha-mi, da ǁÎb ǂâi-sa ra dī ǂgao. (ǁNAEǀHAOS) E-lob ai da mā-ǁnâ-sen hâ; nēb ge mî-ǁgui. ǁÎb tsî Je-sub ǃnâ da ra ǃgâi-a-ǂgao.","Firm and determined in this time of the end, Prepared are God’s servants the good news to defend. The Devil has fought and opposed them. With Jehovah, they take their stand against him. (CHORUS) Then forward, you Witnesses, ever strong of heart! Rejoice that in God’s work, you too may have a part! Go tell far and wide that the Paradise is near And that soon all its blessings will be here."
